genes	Diff1	Diff2
TIGAR	-0.13147752	-0.13147752
TIGD2	0.151198735	0.151198735
TIGD3	0.122920378	0.122920378
TIGD4	0.020028767	0.020028767
TIGD5	-0.10931359	-0.10931359
TIGIT	0.902791924	0.902791924
TIMD4	0.432812026	0.432812026
TIMELESS	-0.383471873	-0.383471873
TIMM10	-0.155534243	-0.155534243
TIMM10B	0.017711934	0.017711934
TIMM13	-0.274989828	-0.274989828
TIMM17A	-0.024751198	-0.024751198
TIMM17B	0.02924987	0.02924987
TIMM21	-0.108699112	-0.108699112
TIMM22	0.015191951	0.015191951
TIMM23	-0.146984005	-0.146984005
TIMM29	0.007143739	0.007143739
TIMM44	-0.201209919	-0.201209919
TIMM50	-0.215649151	-0.215649151
TIMM8A	-0.121138974	-0.121138974
TIMM8B	-0.024435258	-0.024435258
TIMM9	-0.111421173	-0.111421173
TIMMDC1	-0.082849415	-0.082849415
TIMP1	0.719083014	0.719083014
TIMP2	0.102682596	0.102682596
TIMP3	0.161287615	0.161287615
TIMP4	-0.036118257	-0.036118257
TINAGL1	0.078322251	0.078322251
TINCR	-0.096084113	-0.096084113
TINF2	-0.200928815	-0.200928815
TIPARP	-0.251087328	-0.251087328
TIPIN	-0.195729943	-0.195729943
TIPRL	0.160149238	0.160149238
TIRAP	-0.131076516	-0.131076516
TJAP1	-0.328408169	-0.328408169
TJP1	-0.194773626	-0.194773626
TJP2	-0.315992526	-0.315992526
TJP3	-0.083032009	-0.083032009
TK1	-0.282381037	-0.282381037
TK2	0.11905628	0.11905628
TKFC	-0.140157343	-0.140157343
TKT	-0.186512536	-0.186512536
TKTL1	-0.018861176	-0.018861176
TLCD1	-0.172498211	-0.172498211
TLCD2	0.562108723	0.562108723
TLCD3A	-0.248676995	-0.248676995
TLCD3B	-0.137146745	-0.137146745
TLCD4	-0.348884393	-0.348884393
TLCD5	0.479265961	0.479265961
TLE1	-0.335125454	-0.335125454
TLE2	0.657782595	0.657782595
TLE3	-0.062476648	-0.062476648
TLE4	0.122713341	0.122713341
TLE5	-0.058076478	-0.058076478
TLE6	-0.221651554	-0.221651554
TLK1	0.009182642	0.009182642
TLK2	-0.088726385	-0.088726385
TLL1	-0.109925458	-0.109925458
TLL2	0.02128817	0.02128817
TLN1	-0.024708018	-0.024708018
TLN2	-0.259504097	-0.259504097
TLNRD1	0.025874493	0.025874493
TLR1	0.466244434	0.466244434
TLR12P	0.599161128	0.599161128
TLR2	0.829308397	0.829308397
TLR3	0.615903678	0.615903678
TLR4	0.101917105	0.101917105
TLR5	0.133402995	0.133402995
TLR6	0.741359342	0.741359342
TLR7	0.794150716	0.794150716
TLR8	0.648595951	0.648595951
TLR9	1.044382197	1.044382197
TLX2	-0.03918572	-0.03918572
TLX3	0.01220135	0.01220135
TM2D1	0.157295584	0.157295584
TM2D2	-0.091567061	-0.091567061
TM2D3	-0.023436336	-0.023436336
TM4SF1	-0.018066041	-0.018066041
TM4SF19	0.629217277	0.629217277
TM4SF20	-0.016268466	-0.016268466
TM4SF4	-0.061186247	-0.061186247
TM4SF5	0.250548067	0.250548067
TM6SF1	1.077550156	1.077550156
TM6SF2	0.121797796	0.121797796
TM7SF2	-0.229903299	-0.229903299
TM7SF3	-0.188989517	-0.188989517
TM9SF1	-0.237101388	-0.237101388
TM9SF2	-0.031051081	-0.031051081
TM9SF3	-0.103364326	-0.103364326
TM9SF4	-0.229584007	-0.229584007
TMA16	-0.229784812	-0.229784812
TMA7	-0.11670007	-0.11670007
TMBIM1	0.067216378	0.067216378
TMBIM4	-0.026682543	-0.026682543
TMBIM6	0.115216457	0.115216457
TMBIM7P	-0.041442712	-0.041442712
TMC1	0.029686899	0.029686899
TMC3	0.160996221	0.160996221
TMC4	0.252008923	0.252008923
TMC5	-0.01694855	-0.01694855
TMC6	-0.28998046	-0.28998046
TMC7	0.03210503	0.03210503
TMC8	0.06657411	0.06657411
TMCC1	-0.154474735	-0.154474735
TMCC2	0.018346643	0.018346643
TMCC3	-0.018358455	-0.018358455
TMCO1	-0.02573163	-0.02573163
TMCO2	0.068751762	0.068751762
TMCO3	0.124165831	0.124165831
TMCO4	0.39272964	0.39272964
TMCO6	0.018259342	0.018259342
TMDD1	-0.004655938	-0.004655938
TMED1	-0.08821858	-0.08821858
TMED10	-0.123142331	-0.123142331
TMED2	-0.107379121	-0.107379121
TMED3	0.241153531	0.241153531
TMED4	-0.087664066	-0.087664066
TMED5	0.033480378	0.033480378
TMED6	-0.123491468	-0.123491468
TMED7	-0.115198493	-0.115198493
TMED8	0.193738654	0.193738654
TMED9	-0.382073815	-0.382073815
TMEFF1	-0.341281608	-0.341281608
TMEFF2	0.565334613	0.565334613
TMEM100	0.850978361	0.850978361
TMEM101	-0.144213124	-0.144213124
TMEM102	0.131570329	0.131570329
TMEM104	0.046537513	0.046537513
TMEM106A	1.006762271	1.006762271
TMEM106B	-0.080352987	-0.080352987
TMEM106C	0.09553037	0.09553037
TMEM107	0.080904861	0.080904861
TMEM108	-0.042788266	-0.042788266
TMEM109	-0.093144477	-0.093144477
TMEM11	-0.13498367	-0.13498367
TMEM114	-0.018505219	-0.018505219
TMEM115	-0.157367454	-0.157367454
TMEM116	-0.17570869	-0.17570869
TMEM117	0.150529948	0.150529948
TMEM119	0.550962222	0.550962222
TMEM120A	0.014474242	0.014474242
TMEM120B	-0.109947996	-0.109947996
TMEM121	-0.243074608	-0.243074608
TMEM121B	0.033180476	0.033180476
TMEM123	0.039050968	0.039050968
TMEM125	0.187676496	0.187676496
TMEM126A	-0.214316946	-0.214316946
TMEM126B	0.381790404	0.381790404
TMEM127	0.133572046	0.133572046
TMEM128	0.187838487	0.187838487
TMEM129	0.116220569	0.116220569
TMEM130	0.039520491	0.039520491
TMEM131	-0.259099031	-0.259099031
TMEM131L	-0.289959327	-0.289959327
TMEM132A	-0.191904333	-0.191904333
TMEM132B	-0.010514411	-0.010514411
TMEM132C	0.044497538	0.044497538
TMEM132D	-0.014284576	-0.014284576
TMEM132E	0.191021349	0.191021349
TMEM134	-0.065993905	-0.065993905
TMEM135	0.013826419	0.013826419
TMEM138	0.151337329	0.151337329
TMEM139	0.189858525	0.189858525
TMEM140	0.988181394	0.988181394
TMEM141	0.038209176	0.038209176
TMEM143	-0.222626109	-0.222626109
TMEM144	-0.085623796	-0.085623796
TMEM145	-0.030592731	-0.030592731
TMEM147	-0.103323679	-0.103323679
TMEM14A	0.423017038	0.423017038
TMEM14C	-0.139978235	-0.139978235
TMEM150A	0.242412573	0.242412573
TMEM150B	0.370383783	0.370383783
TMEM150C	-0.140807963	-0.140807963
TMEM151A	-0.062935093	-0.062935093
TMEM151B	-0.026026696	-0.026026696
TMEM154	0.760015575	0.760015575
TMEM156	0.160232344	0.160232344
TMEM158	0.079109077	0.079109077
LDAF1	0.135402892	0.135402892
TMEM160	-0.046743343	-0.046743343
TMEM161A	-0.306755695	-0.306755695
TMEM161B	-0.047329911	-0.047329911
TMEM163	0.213625825	0.213625825
TMEM164	-0.044322271	-0.044322271
TMEM165	0.095706445	0.095706445
TMEM167A	-0.085755781	-0.085755781
TMEM167B	0.088736893	0.088736893
TMEM168	0.115693447	0.115693447
TMEM169	0.015476224	0.015476224
TMEM17	-0.186150533	-0.186150533
TMEM170A	-0.027562834	-0.027562834
TMEM170B	-0.084228526	-0.084228526
TMEM171	0.522601082	0.522601082
TMEM175	-0.001008571	-0.001008571
TMEM176A	0.428426248	0.428426248
TMEM176B	0.320166466	0.320166466
TMEM177	-0.133838557	-0.133838557
TMEM178A	0.129259579	0.129259579
TMEM178B	0.050877558	0.050877558
TMEM179	-0.416568883	-0.416568883
TMEM179B	0.281850804	0.281850804
TMEM18	0.119444643	0.119444643
TMEM181	-0.174335289	-0.174335289
TMEM182	0.130876058	0.130876058
TMEM183A	-0.309342438	-0.309342438
TMEM184A	0.333992977	0.333992977
TMEM184B	-0.039570573	-0.039570573
TMEM184C	-0.208924136	-0.208924136
TMEM185A	0.081560148	0.081560148
TMEM185B	0.193283117	0.193283117
TMEM186	-0.051131837	-0.051131837
TMEM19	-0.056724923	-0.056724923
TMEM190	-0.05378614	-0.05378614
TMEM192	0.112644005	0.112644005
TMEM196	-0.007005355	-0.007005355
TMEM198	0.195474281	0.195474281
TMEM198B	0.11144186	0.11144186
TMEM199	-0.112675537	-0.112675537
TMEM200A	0.203099059	0.203099059
TMEM200B	0.260422387	0.260422387
TMEM200C	-0.003706746	-0.003706746
TMEM201	-0.26942024	-0.26942024
TMEM202	0.432198458	0.432198458
TMEM203	0.199110783	0.199110783
TMEM204	-0.303635886	-0.303635886
TMEM205	0.392970915	0.392970915
TMEM207	0.059696715	0.059696715
TMEM208	0.033743313	0.033743313
TMEM209	-0.212073227	-0.212073227
LHFPL7	0.010508033	0.010508033
TMEM214	-0.032519023	-0.032519023
TMEM215	0.027757828	0.027757828
TMEM216	0.163178111	0.163178111
TMEM218	-0.109413804	-0.109413804
TMEM219	0.062590419	0.062590419
TMEM220	0.297055922	0.297055922
TMEM221	0.438723585	0.438723585
TMEM222	-0.034037054	-0.034037054
TMEM223	-0.073586024	-0.073586024
TMEM229A	0.272115121	0.272115121
TMEM229B	0.875291899	0.875291899
TMEM230	0.030488041	0.030488041
TMEM231	-0.201846021	-0.201846021
TMEM232	0.155407013	0.155407013
TMEM233	0.119986787	0.119986787
TMEM234	-0.083093564	-0.083093564
TMEM235	-0.026600288	-0.026600288
TMEM236	0.025379326	0.025379326
TMEM237	0.086275613	0.086275613
TMEM238	-0.170406348	-0.170406348
TMEM238L	-0.096136537	-0.096136537
TMEM239	-0.108845734	-0.108845734
TMEM240	0.068100649	0.068100649
TMEM241	-0.217435851	-0.217435851
TMEM242	0.017910093	0.017910093
TMEM243	0.162636927	0.162636927
TMEM245	-0.337152346	-0.337152346
TMEM248	-0.187216038	-0.187216038
TMEM25	0.200432227	0.200432227
TMEM250	0.05363039	0.05363039
LYSET	-0.081678762	-0.081678762
TMEM252	-0.661184374	-0.661184374
TMEM253	0.373905676	0.373905676
TMEM254	0.230709936	0.230709936
TMEM255A	0.15437274	0.15437274
TMEM255B	-0.301793712	-0.301793712
TMEM256	-0.181598568	-0.181598568
TMEM258	-0.190335806	-0.190335806
TMEM259	-0.222921312	-0.222921312
TMEM26	0.233288855	0.233288855
TMEM260	0.115021063	0.115021063
TMEM263	-0.027459203	-0.027459203
TMEM265	0.083662799	0.083662799
TMEM266	-0.060250372	-0.060250372
TMEM267	-0.32680657	-0.32680657
TMEM268	0.025255779	0.025255779
TMEM269	0.107416009	0.107416009
TMEM273	0.110039248	0.110039248
TMEM30A	0.13239644	0.13239644
TMEM30B	0.123306976	0.123306976
TMEM30CP	-0.089256657	-0.089256657
TMEM33	-0.026537239	-0.026537239
TMEM35A	0.116523633	0.116523633
TMEM35B	0.39051703	0.39051703
TMEM37	0.326126035	0.326126035
TMEM38A	0.019377412	0.019377412
TMEM38B	0.15978052	0.15978052
TMEM39A	-0.068156546	-0.068156546
TMEM39B	0.389144392	0.389144392
TMEM40	0.488470268	0.488470268
TMEM41A	0.160395179	0.160395179
TMEM41B	-0.305703966	-0.305703966
TMEM42	0.009981634	0.009981634
TMEM43	-0.17794253	-0.17794253
TMEM44	-0.421694308	-0.421694308
TMEM45A	1.051788541	1.051788541
TMEM45B	-0.036904795	-0.036904795
TMEM47	0.280935302	0.280935302
TMEM50A	0.189286831	0.189286831
TMEM50B	0.065882031	0.065882031
TMEM51	-0.131634703	-0.131634703
TMEM52	0.254557334	0.254557334
TMEM52B	-0.07837144	-0.07837144
TMEM53	0.514226686	0.514226686
TMEM54	0.307520052	0.307520052
TMEM59	0.297328561	0.297328561
TMEM59L	-0.416184762	-0.416184762
TMEM60	0.098299265	0.098299265
TMEM61	-0.044146765	-0.044146765
TMEM62	0.075746749	0.075746749
TMEM63A	0.079284266	0.079284266
TMEM63B	-0.294770815	-0.294770815
TMEM63C	-0.001776847	-0.001776847
TMEM64	-0.073122452	-0.073122452
TMEM65	0.157837699	0.157837699
TMEM67	0.147845968	0.147845968
TMEM68	-0.009671215	-0.009671215
TMEM69	-0.058185841	-0.058185841
TMEM70	-0.030867436	-0.030867436
TMEM71	0.491329307	0.491329307
TMEM72	0.00883603	0.00883603
TMEM74	-0.108795323	-0.108795323
TMEM74B	0.076023061	0.076023061
TMEM79	0.214129492	0.214129492
TMEM80	0.146337487	0.146337487
TMEM81	0.108906425	0.108906425
TMEM82	0.034899771	0.034899771
TMEM86A	0.460320256	0.460320256
TMEM86B	-0.136332509	-0.136332509
TMEM87A	-0.118063187	-0.118063187
TMEM87B	-0.104439229	-0.104439229
TMEM88	0.127177904	0.127177904
TMEM88B	0.246381989	0.246381989
TMEM8B	-0.2158084	-0.2158084
TMEM9	-0.122597308	-0.122597308
TMEM91	-0.236680625	-0.236680625
TMEM92	0.037010437	0.037010437
TMEM94	-0.213420356	-0.213420356
TMEM95	-0.147435961	-0.147435961
TMEM97	-0.380218614	-0.380218614
TMEM98	-0.372355672	-0.372355672
TMEM9B	0.074714512	0.074714512
TMF1	-0.043023641	-0.043023641
TMIE	0.661806218	0.661806218
TMIGD1	0.267025175	0.267025175
TMIGD3	0.090226041	0.090226041
TMOD1	0.615071136	0.615071136
TMOD2	-0.230479975	-0.230479975
TMOD3	0.013091679	0.013091679
TMOD4	-0.020649834	-0.020649834
TMPO	-0.312862373	-0.312862373
TMPPE	-0.166466162	-0.166466162
TMPRSS11A	0.01220135	0.01220135
TMPRSS11B	0.048557157	0.048557157
TMPRSS11D	0.003809462	0.003809462
TMPRSS11E	0.202214575	0.202214575
TMPRSS11F	0.158727461	0.158727461
TMPRSS11GP	0.162115886	0.162115886
TMPRSS13	0.220991004	0.220991004
TMPRSS15	-0.011868915	-0.011868915
TMPRSS2	0.437109187	0.437109187
TMPRSS3	0.019746761	0.019746761
TMPRSS4	0.405038143	0.405038143
TMPRSS5	-0.039205139	-0.039205139
TMPRSS6	-0.037128333	-0.037128333
TMPRSS7	0.062199801	0.062199801
TMPRSS9	-0.04955338	-0.04955338
TMSB10	0.33618349	0.33618349
TMSB4X	1.20076185	1.20076185
TMTC1	-0.017741758	-0.017741758
TMTC2	-0.089013954	-0.089013954
TMTC3	-0.176444572	-0.176444572
TMTC4	-0.013831337	-0.013831337
TMUB1	-0.067608414	-0.067608414
TMUB2	0.091291253	0.091291253
TMX1	-0.089306948	-0.089306948
TMX2	-0.028512424	-0.028512424
TMX3	0.003451522	0.003451522
TMX4	0.15391081	0.15391081
TNC	0.416959612	0.416959612
TNF	1.216175788	1.216175788
TNFAIP1	-0.123298269	-0.123298269
TNFAIP2	0.40385024	0.40385024
TNFAIP3	0.672635438	0.672635438
TNFAIP6	0.180943961	0.180943961
TNFAIP8	0.264726585	0.264726585
TNFAIP8L1	-0.107751933	-0.107751933
TNFAIP8L2	0.877548853	0.877548853
TNFAIP8L3	-0.005998378	-0.005998378
TNFRSF10B	-0.300292109	-0.300292109
TNFRSF11A	0.471766556	0.471766556
TNFRSF11B	0.866173184	0.866173184
TNFRSF12A	-0.156250939	-0.156250939
TNFRSF13B	0.485293662	0.485293662
TNFRSF13C	-0.04114555	-0.04114555
TNFRSF14	0.78743065	0.78743065
TNFRSF17	0.091010478	0.091010478
TNFRSF18	0.64205341	0.64205341
TNFRSF19	-0.530975654	-0.530975654
TNFRSF1A	0.161906413	0.161906413
TNFRSF1B	1.154971515	1.154971515
TNFRSF21	0.485277144	0.485277144
TNFRSF25	0.582414799	0.582414799
TNFRSF4	0.4209024	0.4209024
TNFRSF8	0.082704942	0.082704942
TNFRSF9	1.271583912	1.271583912
TNFSF10	0.866393783	0.866393783
TNFSF11	0.121416456	0.121416456
TNFSF12	0.634266602	0.634266602
TNFSF13	0.30951583	0.30951583
TNFSF13B	0.62943556	0.62943556
TNFSF14	0.169548805	0.169548805
TNFSF15	0.121174688	0.121174688
TNFSF18	-0.082241193	-0.082241193
TNFSF4	-0.003446223	-0.003446223
TNFSF8	0.150406111	0.150406111
TNFSF9	0.241468514	0.241468514
TNFSF12-TNFSF13	0.373878596	0.373878596
TNIK	-0.133851689	-0.133851689
TNIP1	0.115062171	0.115062171
TNIP2	-0.164781929	-0.164781929
TNIP3	1.576546789	1.576546789
TNK1	0.290573809	0.290573809
TNK2	-0.346578162	-0.346578162
TNKS	-0.324140498	-0.324140498
TNKS1BP1	-0.111816741	-0.111816741
TNKS2	-0.097344419	-0.097344419
TNMD	-0.230375146	-0.230375146
TNN	-0.141149233	-0.141149233
TNNC1	-0.157492471	-0.157492471
TNNC2	-1.442277222	-1.442277222
TNNI1	-0.033767611	-0.033767611
TNNI2	-0.80643763	-0.80643763
TNNI3	0.207875401	0.207875401
TNNI3K	0.006084117	0.006084117
TNNT1	-0.335510209	-0.335510209
TNNT2	0.254861049	0.254861049
TNNT3	-1.146425348	-1.146425348
TNP2	0.031574762	0.031574762
TNPO1	-0.302844011	-0.302844011
TNPO2	-0.181912562	-0.181912562
TNPO3	-0.306032095	-0.306032095
TNR	-0.012490164	-0.012490164
TNRC18	0.007433375	0.007433375
TNRC6A	-0.171356107	-0.171356107
TNRC6B	-0.382591369	-0.382591369
TNRC6C	-0.179869459	-0.179869459
TNS1	-0.171509376	-0.171509376
TNS2	-0.207581677	-0.207581677
TNS3	-0.184009352	-0.184009352
TNS4	0.408558327	0.408558327
TNXB	1.636157161	1.636157161
TOB1	0.065949981	0.065949981
TOB2	-0.047907519	-0.047907519
TOE1	0.054841875	0.054841875
TOGARAM1	0.205909745	0.205909745
TOGARAM2	-0.005888133	-0.005888133
TOLLIP	0.039511728	0.039511728
TOM1	0.060793228	0.060793228
TOM1L1	0.01728818	0.01728818
TOM1L2	-0.154771859	-0.154771859
TOMM20	-0.125666196	-0.125666196
TOMM22	-0.066921255	-0.066921255
TOMM34	-0.04309425	-0.04309425
TOMM40	-0.23541171	-0.23541171
TOMM40L	-0.37119734	-0.37119734
TOMM5	-0.027477856	-0.027477856
TOMM6	-0.169552659	-0.169552659
TOMM7	-0.461373175	-0.461373175
TOMM70	-0.153772564	-0.153772564
TOMT	-0.142449028	-0.142449028
TONSL	-0.386838582	-0.386838582
TOP1	-0.155969057	-0.155969057
TOP1MT	-0.173282136	-0.173282136
TOP2A	-0.147710917	-0.147710917
TOP2B	-0.085433456	-0.085433456
TOP3A	-0.370443692	-0.370443692
TOP3B	-0.283272727	-0.283272727
TOPBP1	-0.484664388	-0.484664388
TOPORS	-0.235798073	-0.235798073
TOR1A	-0.079485416	-0.079485416
TOR1AIP1	0.083421334	0.083421334
TOR1AIP2	0.24448778	0.24448778
TOR1B	-0.208524884	-0.208524884
TOR2A	-0.249081103	-0.249081103
TOR3A	0.662881012	0.662881012
TOR4A	0.328419923	0.328419923
TOX	0.750120209	0.750120209
TOX2	0.046004675	0.046004675
TOX3	0.020871559	0.020871559
TOX4	0.052565465	0.052565465
TPBG	0.428576086	0.428576086
TPBGL	0.052362731	0.052362731
TPCN1	-0.381263682	-0.381263682
TPCN2	0.28183413	0.28183413
TPD52	0.14825827	0.14825827
TPD52L1	-0.295067102	-0.295067102
TPD52L2	-0.15044289	-0.15044289
TPGS1	0.1265399	0.1265399
TPGS2	-0.051306347	-0.051306347
TPH1	0.121310031	0.121310031
TPH2	0.047078901	0.047078901
TPI1	0.130418713	0.130418713
TPK1	0.284483714	0.284483714
TPM1	0.12393355	0.12393355
TPM2	0.276089517	0.276089517
TPM3	-0.100075406	-0.100075406
TPM4	0.177178128	0.177178128
TPMT	0.245127838	0.245127838
TPP1	-0.017829532	-0.017829532
TPP2	-0.04408426	-0.04408426
TPPP	0.094537939	0.094537939
TPPP3	0.675488582	0.675488582
TPR	-0.048920823	-0.048920823
TPRA1	0.265086581	0.265086581
TPRG1	0.165017729	0.165017729
TPRG1L	0.090953983	0.090953983
TPRKB	-0.035022972	-0.035022972
TPRN	-0.245143584	-0.245143584
TPSAB1	0.005364055	0.005364055
TPSB2	0.906325577	0.906325577
TPSG1	-0.008525717	-0.008525717
TPST1	-0.118413338	-0.118413338
TPST2	-0.040582286	-0.040582286
TPT1	0.227215988	0.227215988
TPX2	-0.24275155	-0.24275155
TRA2A	0.072012579	0.072012579
TRA2B	-0.17875609	-0.17875609
TRABD	-0.187282955	-0.187282955
TRABD2B	0.054669956	0.054669956
TRAC	1.187859759	1.187859759
TRADD	-0.018865454	-0.018865454
TRAF1	0.915086239	0.915086239
TRAF2	0.045447664	0.045447664
TRAF3	-0.298509615	-0.298509615
TRAF3IP1	-0.042732093	-0.042732093
TRAF3IP2	0.202528755	0.202528755
TRAF3IP3	0.914193089	0.914193089
TRAF4	-0.334249405	-0.334249405
TRAF5	0.576866086	0.576866086
TRAF6	-0.192473899	-0.192473899
TRAF7	-0.466047094	-0.466047094
TRAFD1	0.812650719	0.812650719
TRAIP	-0.455214896	-0.455214896
TRAK1	-0.110105467	-0.110105467
TRAK2	-0.279100928	-0.279100928
TRAM1	0.003317514	0.003317514
TRAM1L1	-0.052053612	-0.052053612
TRAM2	-0.047297138	-0.047297138
TRANK1	-0.056375681	-0.056375681
TRAP1	-0.172730059	-0.172730059
TRAPPC1	0.250231676	0.250231676
TRAPPC10	-0.212031988	-0.212031988
TRAPPC11	-0.141993971	-0.141993971
TRAPPC12	0.039858279	0.039858279
TRAPPC13	0.005146108	0.005146108
TRAPPC14	0.440049617	0.440049617
TRAPPC2	0.17569433	0.17569433
TRAPPC2L	0.220696215	0.220696215
TRAPPC3	-0.081081611	-0.081081611
TRAPPC3L	-0.092636026	-0.092636026
TRAPPC4	0.141779974	0.141779974
TRAPPC5	-0.16813201	-0.16813201
TRAPPC6A	0.036261605	0.036261605
TRAPPC6B	0.216005109	0.216005109
TRAPPC8	-0.015776525	-0.015776525
TRAPPC9	-0.064982033	-0.064982033
TRARG1	0.103831759	0.103831759
TRAT1	-0.242745639	-0.242745639
TRAV10	-0.353502567	-0.353502567
TRAV18	0.818751762	0.818751762
TRAV22	0.568005797	0.568005797
TRAV23DV6	-0.125852995	-0.125852995
TRDV1	0.099885913	0.099885913
TRAV19	0.009772242	0.009772242
TRAV29DV5	-0.117478661	-0.117478661
TRAV4	-0.127589124	-0.127589124
TRAV39	-0.164250072	-0.164250072
TRAV5	-0.626185799	-0.626185799
TRAV9-2	0.501951982	0.501951982
TRAV12-3	0.743995417	0.743995417
TRAV17	0.285119539	0.285119539
TRBC1	0.583187055	0.583187055
TRBC2	1.590996936	1.590996936
TRBV12-5	1.65784173	1.65784173
TRBV15	0.206547893	0.206547893
TRBV19	1.066090393	1.066090393
TRBV23-1	0.875392464	0.875392464
TRBV28	0.136806692	0.136806692
TRBV2	0.460998907	0.460998907
TRBV30	-0.191759946	-0.191759946
TRBV3-1	0.275986606	0.275986606
TRDC	0.241637332	0.241637332
TRDMT1	-0.271389337	-0.271389337
TRDN	-0.210518912	-0.210518912
TRDV2	0.210432513	0.210432513
TRDV3	0.289260928	0.289260928
TREM1	0.013335142	0.013335142
TREM2	0.926945987	0.926945987
TREML1	-0.063063524	-0.063063524
TREML2	0.511902513	0.511902513
TREML4	0.337128465	0.337128465
TRERF1	-0.07693045	-0.07693045
TREX1	0.845438351	0.845438351
TREX2	0.028422003	0.028422003
TF	-0.156661209	-0.156661209
TRGC1	0.056948058	0.056948058
TRGC2	0.813830557	0.813830557
TRGV11	0.237150212	0.237150212
TRH	0.019853237	0.019853237
TRHDE	-0.03715244	-0.03715244
TRIAP1	0.0150741	0.0150741
TRIB1	0.512027337	0.512027337
TRIB2	-0.4460277	-0.4460277
TRIB3	-0.280431452	-0.280431452
TRIL	0.20335407	0.20335407
TRIM10	0.123515868	0.123515868
TRIM11	-0.164469326	-0.164469326
TRIM5	1.300617572	1.300617572
TRIM13	0.028144959	0.028144959
TRIM14	0.562074535	0.562074535
TRIM15	0.068703488	0.068703488
TRIM16	0.233680408	0.233680408
TRIM17	0.101453457	0.101453457
TRIM2	-0.152908634	-0.152908634
TRIM21	0.824810312	0.824810312
TRIM23	0.007081296	0.007081296
TRIM24	-0.093633909	-0.093633909
TRIM25	0.390742242	0.390742242
TRIM26	0.005656245	0.005656245
TRIM27	-0.234951608	-0.234951608
TRIM28	-0.245242005	-0.245242005
TRIM29	-0.247971308	-0.247971308
TRIM3	-0.166489616	-0.166489616
TRIM32	-0.074595033	-0.074595033
TRIM33	-0.136996534	-0.136996534
TRIM35	-0.11231031	-0.11231031
TRIM36	0.135005268	0.135005268
TRIM37	-0.333037545	-0.333037545
TRIM38	0.084044094	0.084044094
TRIM39	-0.07241834	-0.07241834
TRIM40	0.086814792	0.086814792
TRIM41	-0.140233086	-0.140233086
TRIM43B	-0.03745201	-0.03745201
TRIM44	-0.158874707	-0.158874707
